Date,Title,Price,Item_URL
"08:46PM on October 30, 2021","Plugable USB C Docking Station with Charging, Compatible with Thunderbolt 3 and USB-C MacBooks and Specific Windows, Chromebook, Linux Systems (HDMI Display, 60W Charging, Ethernet, 3x USB 3.0 Ports) ",$149.00,https://amazon.com/Plugable-Charging-Compatible-Thunderbolt-Chromebook/dp/B076HXWR9M/ref=sr_1_11?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-11&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","USB C Hub, UtechSmart Triple Display USB Type C Adapter Docking Station with 2 HDMI, VGA, Power Delivery Type C Port,SD TF Card Reader, 4 USB Ports USB-C Dock Compatible for MacBook, Other USBC Laptop ",$79.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0674543AB5UDVPWHH9D&url=%2FUtechSmart-Display-Adapter-Delivery-Compatible%2Fdp%2FB07PRJJNGF%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3DPlugable%2BUSB%2B3.0%2Band%2BUSB-C%2BUniversal%2BLaptop%2BDocking%2BStation%2Bfor%2BWindows%2Band%2BMac%2B%2528Dual%2BVideo%2BHDMI%252C%2BGigabit%2BEthernet%252C%2BAudio%252C%2B6%2BUSB%2BPorts%2529%26qid%3D1635641196%26sr%3D8-12-spons%26psc%3D1&qualifier=1635641196&id=2500265895014731&widgetName=sp_mtf
"08:46PM on October 30, 2021","Plugable Thunderbolt 3 Dock Compatible with MacBook and Windows Laptops with Thunderbolt 3. Charges Laptop, adds HDMI/DisplayPort up to 4K 60, Ethernet, Audio, 5 USB 3.0 Ports ",$229.00,https://amazon.com/Plugable-Thunderbolt-Charging-Compatible-DisplayPort/dp/B075M1XHCK/ref=sr_1_13?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-13&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","Plugable USB C Triple Display Docking Station with Laptop Charging, Thunderbolt 3 or USB C Dock Compatible with Specific Windows and Mac Systems (3x HDMI, 6x USB Ports, 60W USB PD) ",$169.00,https://amazon.com/Plugable-Charging-Thunderbolt-Compatible-Specific/dp/B08DDH5CPW/ref=sr_1_14?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-14&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","Plugable USB C Dock with 85W Charging Compatible with Thunderbolt 3 and USB-C MacBooks and Select Windows Laptops (HDMI up to 4K@30Hz, Ethernet, 4X USB 3.0 Ports, USB-C PD, Includes VESA Mount) ",$149.00,https://amazon.com/Plugable-Charging-Compatible-Thunderbolt-MacBooks/dp/B078J7FSWM/ref=sr_1_15?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-15&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","Plugable Thunderbolt 3 Dock, Enables Extra Displays, Wired Network, Audio, and More USB Ports, Compatible with Thunderbolt 3 Macs and PCs (4K DisplayPort or HDMI Display, No Host Charging) ",$169.00,https://amazon.com/Plugable-Thunderbolt-Compatible-Supports-DisplayPort/dp/B06ZYR66QB/ref=sr_1_16?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-16&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","Plugable Laptop Docking Station Dual Monitor for USB-C or USB 3.0, Compatible with Windows and Mac, (Dual HDMI, 6X USB Ports, Gigabit Ethernet, Audio) ",$119.00,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07804824DJBAZE1XQ19&url=%2FPlugable-Docking-Station-Compatible-Ethernet%2Fdp%2FB09HGDWQK4%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DPlugable%2BUSB%2B3.0%2Band%2BUSB-C%2BUniversal%2BLaptop%2BDocking%2BStation%2Bfor%2BWindows%2Band%2BMac%2B%2528Dual%2BVideo%2BHDMI%252C%2BGigabit%2BEthernet%252C%2BAudio%252C%2B6%2BUSB%2BPorts%2529%26qid%3D1635641196%26sr%3D8-17-spons%26psc%3D1%26smid%3DA3HIHADV23VGU1&qualifier=1635641196&id=2500265895014731&widgetName=sp_mtf
"08:46PM on October 30, 2021","Plugable 4K DisplayPort and HDMI Dual Monitor Adapter for USB 3.0 and USB-C, Compatible with Windows and Mac ",$119.00,https://amazon.com/Plugable-DisplayPort-Monitor-Adapter-Compatible/dp/B08F2SZQYX/ref=sr_1_20?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-20&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","Plugable USB C Cube - Mini Docking Station, Compatible with Thunderbolt 3 Ports and Specific USB-C Systems (No Host Charging, Connect 1x HDMI up to 4K @30Hz Monitor, Ethernet, 3X USB Ports) ",$99.00,https://amazon.com/Plugable-USB-Cube-Compatible-Thunderbolt/dp/B07QFYRGW8/ref=sr_1_21?dchild=1&keywords=Plugable+USB+3.0+and+USB-C+Universal+Laptop+Docking+Station+for+Windows+and+Mac+%28Dual+Video+HDMI%2C+Gigabit+Ethernet%2C+Audio%2C+6+USB+Ports%29&qid=1635641196&qsid=138-5733135-2522908&sr=8-21&sres=B08B6FMPTP%2CB07BFJSYFM%2CB08B6CZ29Q%2CB075DJMVW2%2CB00ECDM78E%2CB098W6WHY6%2CB07CRSH25X%2CB076HXWR9M%2CB075M1XHCK%2CB08DDH5CPW%2CB078J7FSWM%2CB06ZYR66QB%2CB08HR3T837%2CB08HNJRVC3%2CB08F2SZQYX%2CB07QFYRGW8&srpt=ELECTRONIC_DEVICE_DOCKING_STATION
"08:46PM on October 30, 2021","USB C Docking Station, 12 in 1 Laptop Docking Station Dual Monitor, Fatorm Triple Display with Dual 4K- HDMI, VGA, Gigablit Ethernet, 480Mbps SD/TF Card Reader, Compatible with MacBook/Surface/HP/Dell ",$59.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A009199239APW3RTPGSHA&url=%2FDocking-Fatorm-Gigablit-Ethernet-Compatible%2Fdp%2FB09336MYHH%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DPlugable%2BUSB%2B3.0%2Band%2BUSB-C%2BUniversal%2BLaptop%2BDocking%2BStation%2Bfor%2BWindows%2Band%2BMac%2B%2528Dual%2BVideo%2BHDMI%252C%2BGigabit%2BEthernet%252C%2BAudio%252C%2B6%2BUSB%2BPorts%2529%26qid%3D1635641196%26sr%3D8-22-spons%26psc%3D1&qualifier=1635641196&id=2500265895014731&widgetName=sp_btf
"08:46PM on October 30, 2021","Logitech MX Keys Mini Minimalist Wireless Illuminated Keyboard, Compact, Bluetooth, Backlit, USB-C, Compatible with Apple macOS, iOS, Windows, Linux, Android, Metal Build - Graphite ",$99.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07086133WOPWHI7RZFH&url=%2FLogitech-Minimalist-Illuminated-Bluetooth-Compatible%2Fdp%2FB098JPSVKY%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DLogitech%2BK780%2BMulti-Device%2BWireless%2BKeyboard%2Bfor%2BComputer%252C%2BPhone%2Band%2BTablet%2B%25E2%2580%2593%2BFLOW%2BCross-Computer%2BControl%2BCompatible%2B%25E2%2580%2593%2BSpeckles%26qid%3D1635641201%26sr%3D8-1-spons%26psc%3D1&qualifier=1635641201&id=2909844206453120&widgetName=sp_atf
"08:46PM on October 30, 2021","Logitech MX Keys Mini Minimalist Wireless Illuminated Keyboard, Compact, Bluetooth, Backlit, USB-C, Compatible with Apple macOS, iOS, Windows, Linux, Android, Metal Build - Rose ",$99.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0697846PPJZ4QK9D502&url=%2FLogitech-Minimalist-Illuminated-Bluetooth-Compatible%2Fdp%2FB098JGPWRN%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DLogitech%2BK780%2BMulti-Device%2BWireless%2BKeyboard%2Bfor%2BComputer%252C%2BPhone%2Band%2BTablet%2B%25E2%2580%2593%2BFLOW%2BCross-Computer%2BControl%2BCompatible%2B%25E2%2580%2593%2BSpeckles%26qid%3D1635641201%26sr%3D8-2-spons%26psc%3D1&qualifier=1635641201&id=2909844206453120&widgetName=sp_atf
"08:46PM on October 30, 2021","Logitech K780 Multi-Device Wireless Keyboard for Computer, Phone and Tablet – FLOW Cross-Computer Control Compatible – Speckles ",$59.99,https://amazon.com/Logitech-Multi-Device-Wireless-Keyboard-Computer/dp/B01LZTBKBG/ref=sr_1_3?dchild=1&keywords=Logitech+K780+Multi-Device+Wireless+Keyboard+for+Computer%2C+Phone+and+Tablet+%E2%80%93+FLOW+Cross-Computer+Control+Compatible+%E2%80%93+Speckles&qid=1635641201&qsid=131-3308123-0358221&sr=8-3&sres=B01LZTBKBG%2CB079F68RPZ%2CB08ZZ8L1N7%2CB088LV8RLD%2CB001PRX27K%2CB08Q7Q6KFY%2CB09FSZV67M%2CB000TGF87A%2CB01NCEELHW%2CB01LA746D8%2CB01N5CS28J%2CB01MV4I26D%2CB010P3AODY%2CB003YZNGAO%2CB003U92YL6%2CB007RE9V0M&srpt=KEYBOARDS
"08:46PM on October 30, 2021","logitech K780 Multi-Device Wireless Keyboard for Computer, Phone and Tablet (Renewed) ",$49.99,https://amazon.com/Logitech-Multi-Device-Wireless-Certified-Refurbished/dp/B079F68RPZ/ref=sr_1_4?dchild=1&keywords=Logitech+K780+Multi-Device+Wireless+Keyboard+for+Computer%2C+Phone+and+Tablet+%E2%80%93+FLOW+Cross-Computer+Control+Compatible+%E2%80%93+Speckles&qid=1635641201&qsid=131-3308123-0358221&sr=8-4&sres=B01LZTBKBG%2CB079F68RPZ%2CB08ZZ8L1N7%2CB088LV8RLD%2CB001PRX27K%2CB08Q7Q6KFY%2CB09FSZV67M%2CB000TGF87A%2CB01NCEELHW%2CB01LA746D8%2CB01N5CS28J%2CB01MV4I26D%2CB010P3AODY%2CB003YZNGAO%2CB003U92YL6%2CB007RE9V0M&srpt=KEYBOARDS
"08:46PM on October 30, 2021","Logitech K780 Multi-Device Wireless Keyboard for Computer, Phone and Tablet – Flow Cross-Computer Control Compatible – Speckles & MX Master Wireless Mouse - Meteorite Black ",$122.20,https://amazon.com/Logitech-Multi-Device-Wireless-Keyboard-Computer/dp/B08ZZ8L1N7/ref=sr_1_5?dchild=1&keywords=Logitech+K780+Multi-Device+Wireless+Keyboard+for+Computer%2C+Phone+and+Tablet+%E2%80%93+FLOW+Cross-Computer+Control+Compatible+%E2%80%93+Speckles&qid=1635641201&qsid=131-3308123-0358221&sr=8-5&sres=B01LZTBKBG%2CB079F68RPZ%2CB08ZZ8L1N7%2CB088LV8RLD%2CB001PRX27K%2CB08Q7Q6KFY%2CB09FSZV67M%2CB000TGF87A%2CB01NCEELHW%2CB01LA746D8%2CB01N5CS28J%2CB01MV4I26D%2CB010P3AODY%2CB003YZNGAO%2CB003U92YL6%2CB007RE9V0M&srpt=KEYBOARDS
"08:46PM on October 30, 2021",Norme Halloween Neck Gaiter Face Scarf Mask Breathable Face Balaclava Adult Face Cover Scarf for Women Men ,$9.99,https://amazon.com/Norme-Protection-Cooling-Bandana-Headwear/dp/B088LV8RLD/ref=sr_1_6?dchild=1&keywords=Logitech+K780+Multi-Device+Wireless+Keyboard+for+Computer%2C+Phone+and+Tablet+%E2%80%93+FLOW+Cross-Computer+Control+Compatible+%E2%80%93+Speckles&qid=1635641201&qsid=131-3308123-0358221&sr=8-6&sres=B01LZTBKBG%2CB079F68RPZ%2CB08ZZ8L1N7%2CB088LV8RLD%2CB001PRX27K%2CB08Q7Q6KFY%2CB09FSZV67M%2CB000TGF87A%2CB01NCEELHW%2CB01LA746D8%2CB01N5CS28J%2CB01MV4I26D%2CB010P3AODY%2CB003YZNGAO%2CB003U92YL6%2CB007RE9V0M&srpt=KEYBOARDS
"08:46PM on October 30, 2021",??? ?????????? ,$22.87,https://amazon.com/Shinwa-Sokutei-62612/dp/B001PRX27K/ref=sr_1_7?dchild=1&keywords=Logitech+K780+Multi-Device+Wireless+Keyboard+for+Computer%2C+Phone+and+Tablet+%E2%80%93+FLOW+Cross-Computer+Control+Compatible+%E2%80%93+Speckles&qid=1635641201&qsid=131-3308123-0358221&sr=8-7&sres=B01LZTBKBG%2CB079F68RPZ%2CB08ZZ8L1N7%2CB088LV8RLD%2CB001PRX27K%2CB08Q7Q6KFY%2CB09FSZV67M%2CB000TGF87A%2CB01NCEELHW%2CB01LA746D8%2CB01N5CS28J%2CB01MV4I26D%2CB010P3AODY%2CB003YZNGAO%2CB003U92YL6%2CB007RE9V0M&srpt=KEYBOARDS
"08:46PM on October 30, 2021",. ,$9.90,https://amazon.com/Techicon/dp/B08Q7Q6KFY/ref=sr_1_8?dchild=1&keywords=Logitech+K780+Multi-Device+Wireless+Keyboard+for+Computer%2C+Phone+and+Tablet+%E2%80%93+FLOW+Cross-Computer+Control+Compatible+%E2%80%93+Speckles&qid=1635641201&qsid=131-3308123-0358221&sr=8-8&sres=B01LZTBKBG%2CB079F68RPZ%2CB08ZZ8L1N7%2CB088LV8RLD%2CB001PRX27K%2CB08Q7Q6KFY%2CB09FSZV67M%2CB000TGF87A%2CB01NCEELHW%2CB01LA746D8%2CB01N5CS28J%2CB01MV4I26D%2CB010P3AODY%2CB003YZNGAO%2CB003U92YL6%2CB007RE9V0M&srpt=KEYBOARDS
